ad_id,scraped_date,type,city,region,price,area,bedrooms,bathrooms,level_numeric,level_label,furnished
194149788,2026-05-10,studio,Giza,Sheikh Zayed,10000.0,50.0,1,1,3.0,3,yes
194149764,2026-05-10,apartment,Cairo,Rehab City,23000.0,305.0,4,4,1.0,1,no
194149761,2026-05-10,apartment,Cairo,Rehab City,12000.0,60.0,1,1,0.0,Ground,yes
194149760,2026-05-10,apartment,Cairo,Madinaty,7000.0,140.0,3,2,3.0,3,no
194149710,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500.0,200.0,3,3,0.0,Ground,no
194149679,2026-05-10,apartment,Cairo,Madinaty,6000.0,116.0,3,2,3.0,3,no
194149659,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,16000.0,195.0,3,3,2.0,2,unknown
194149597,2026-05-10,apartment,Cairo,Rehab City,15000.0,90.0,2,1,0.0,Ground,yes
194149574,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000.0,175.0,3,2,3.0,3,unknown
194149523,2026-05-10,apartment,Cairo,Rehab City,7000.0,108.0,3,2,4.0,4,no
194149469,2026-05-10,apartment,Giza,Sheikh Zayed,15000.0,360.0,3,2,1.0,1,no
194149466,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6500.0,170.0,3,2,1.0,1,no
194149465,2026-05-10,apartment,Cairo,Rehab City,11000.0,155.0,3,3,1.0,1,no
194149447,2026-05-10,apartment,Giza,Hadayek 6th Of October,5000.0,128.0,2,1,0.0,Ground,no
194147862,2026-05-10,studio,Cairo,Rehab City,12000.0,60.0,1,1,0.0,Ground,yes
194147219,2026-05-10,apartment,Cairo,Madinaty,8500.0,90.0,2,1,2.0,2,yes
191935987,2026-05-10,apartment,Alexandria,Smoha,11000.0,222.0,3,3,10.0,10,unknown
194147775,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500.0,150.0,3,2,3.0,3,no
194147797,2026-05-10,apartment,Giza,Sheikh Zayed,7500.0,210.0,3,3,2.0,2,no
194147792,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,11000.0,250.0,3,2,2.0,2,unknown
194147783,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,15000.0,350.0,4,2,0.0,Ground,no
194147777,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,210.0,3,3,4.0,4,unknown
194147749,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000.0,250.0,3,2,0.0,Ground,yes
194147725,2026-05-10,apartment,Cairo,Madinaty,4500.0,96.0,2,1,3.0,3,no
194147720,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500.0,180.0,3,2,2.0,2,no
194146502,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,16000.0,148.0,2,3,3.0,3,no
194062975,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000.0,250.0,3,3,0.0,Ground,no
193909381,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000.0,200.0,3,2,0.0,Ground,no
194147660,2026-05-10,apartment,Giza,6th Of October,30000.0,300.0,3,3,2.0,2,no
194147634,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12500.0,200.0,3,2,0.0,Ground,no
194147615,2026-05-10,apartment,Cairo,Madinaty,6000.0,116.0,3,2,4.0,4,unknown
194147600,2026-05-10,apartment,Cairo,Madinaty,5000.0,96.0,2,2,3.0,3,no
194147569,2026-05-10,apartment,Cairo,Nasr City,5500.0,200.0,3,2,5.0,5,unknown
194147538,2026-05-10,apartment,Cairo,Downtown Cairo,7000.0,120.0,3,1,8.0,8,unknown
194147523,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000.0,140.0,2,2,2.0,2,yes
194147491,2026-05-10,apartment,Cairo,Madinaty,6000.0,132.0,3,2,3.0,3,no
194147105,2026-05-10,apartment,Giza,Sheikh Zayed,24000.0,200.0,3,3,0.0,Ground,unknown
194146110,2026-05-10,apartment,Giza,Sheikh Zayed,20000.0,190.0,3,3,4.0,4,yes
194147473,2026-05-10,apartment,Cairo,Madinaty,9000.0,200.0,4,3,2.0,2,no
194147463,2026-05-10,apartment,Giza,Sheikh Zayed,18000.0,151.0,2,3,1.0,1,yes
194147435,2026-05-10,apartment,Giza,Sheikh Zayed,27000.0,223.0,3,3,2.0,2,unknown
194147433,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,22000.0,145.0,2,3,3.0,3,yes
194147415,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,13000.0,210.0,3,3,2.0,2,yes
194146157,2026-05-10,apartment,Cairo,Nasr City,15000.0,220.0,3,2,1.0,1,no
194147393,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,18000.0,200.0,3,3,2.0,2,yes
194147363,2026-05-10,apartment,Giza,Sheikh Zayed,25000.0,134.0,3,2,3.0,3,yes
194147322,2026-05-10,apartment,Cairo,Rehab City,9000.0,115.0,3,3,0.0,Ground,no
194147312,2026-05-10,apartment,Cairo,Nasr City,10000.0,260.0,5,2,1.0,1,unknown
194147309,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,13500.0,250.0,5,3,1.0,1,no
194147268,2026-05-10,apartment,Giza,Sheikh Zayed,25000.0,205.0,3,3,2.0,2,unknown
191368847,2026-05-10,apartment,Cairo,Mokattam,7000.0,82.0,2,1,3.0,3,yes
194147242,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000.0,195.0,3,3,2.0,2,no
194147154,2026-05-10,apartment,Cairo,Heliopolis,6000.0,150.0,3,1,1.0,1,no
194147183,2026-05-10,apartment,Giza,Sheikh Zayed,25000.0,186.0,3,2,0.0,Ground,yes
194147160,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000.0,180.0,3,2,0.0,Ground,unknown
194147120,2026-05-10,apartment,Cairo,Madinaty,8500.0,52.0,1,1,0.0,Ground,yes
194147104,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000.0,175.0,4,2,0.0,Ground,no
194147094,2026-05-10,apartment,Cairo,Rehab City,9000.0,124.0,3,2,1.0,1,no
194147087,2026-05-10,apartment,Cairo,Madinaty,10000.0,96.0,2,2,5.0,5,yes
194147078,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,11000.0,195.0,3,3,0.0,Ground,no
194147011,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000.0,160.0,3,2,1.0,1,unknown
194127232,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,27000.0,190.0,3,3,0.0,Ground,no
194146973,2026-05-10,apartment,Cairo,Madinaty,5250.0,91.0,2,1,3.0,3,no
194146962,2026-05-10,apartment,Giza,6th Of October,19000.0,195.0,3,3,0.0,Ground,no
194143439,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,30000.0,182.0,3,3,0.0,Ground,unknown
194146925,2026-05-10,apartment,Giza,Sheikh Zayed,23000.0,264.0,3,3,2.0,2,unknown
194146883,2026-05-10,apartment,Alexandria,Sidi Gaber,6000.0,140.0,3,1,7.0,7,no
194146875,2026-05-10,apartment,Cairo,Rehab City,15000.0,90.0,2,1,2.0,2,yes
194146844,2026-05-10,apartment,Cairo,Rehab City,9500.0,180.0,3,3,4.0,4,no
194146864,2026-05-10,apartment,Cairo,Badr City,4500.0,110.0,3,1,1.0,1,yes
194146830,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,24000.0,214.0,3,3,2.0,2,no
194146823,2026-05-10,apartment,Giza,Sheikh Zayed,23000.0,212.0,3,3,3.0,3,unknown
194146772,2026-05-10,apartment,Cairo,Madinaty,5000.0,89.0,2,2,3.0,3,no
194146756,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,154.0,2,3,0.0,Ground,no
194145882,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,9000.0,500.0,3,3,4.0,4,no
194146745,2026-05-10,apartment,Cairo,Rehab City,18000.0,136.0,3,3,0.0,Ground,yes
194146728,2026-05-10,studio,Cairo,Madinaty,12000.0,59.0,1,1,0.0,Ground,yes
194146705,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,30000.0,156.0,2,2,2.0,2,yes
194146621,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000.0,125.0,2,1,2.0,2,yes
194146619,2026-05-10,apartment,Giza,6th Of October,10000.0,90.0,2,1,0.0,Ground,yes
194146685,2026-05-10,apartment,Cairo,Madinaty,9000.0,200.0,4,3,2.0,2,no
194146667,2026-05-10,apartment,Cairo,Shorouk City,6000.0,180.0,3,2,3.0,3,no
194146526,2026-05-10,apartment,Cairo,Maadi,5200.0,135.0,2,1,10.0,10,unknown
194146653,2026-05-10,apartment,Cairo,Madinaty,9500.0,200.0,3,3,1.0,1,no
194132793,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000.0,220.0,3,3,2.0,2,unknown
193912263,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,16000.0,350.0,4,3,4.0,4,no
194146574,2026-05-10,studio,Cairo,Madinaty,4200.0,58.0,1,1,0.0,Ground,no
194146532,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,30000.0,300.0,4,4,2.0,2,no
194146504,2026-05-10,apartment,Giza,6th Of October,19000.0,137.0,2,3,0.0,Ground,no
194146497,2026-05-10,apartment,Cairo,Heliopolis,12000.0,145.0,3,1,4.0,4,unknown
194146493,2026-05-10,apartment,Cairo,Madinaty,6500.0,100.0,2,1,0.0,Ground,no
194146491,2026-05-10,apartment,Cairo,Rehab City,9000.0,171.0,3,3,2.0,2,no
194146468,2026-05-10,apartment,Cairo,Madinaty,4500.0,72.0,2,1,3.0,3,unknown
194146463,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,13000.0,150.0,3,3,0.0,Ground,yes
194146418,2026-05-10,apartment,Cairo,Rehab City,18000.0,136.0,3,3,0.0,Ground,yes
194146401,2026-05-10,apartment,Cairo,Rehab City,18000.0,90.0,2,1,0.0,Ground,unknown
194146388,2026-05-10,apartment,Giza,Sheikh Zayed,20000.0,173.0,3,3,0.0,Ground,unknown
194146371,2026-05-10,apartment,Cairo,Madinaty,6000.0,131.0,3,2,1.0,1,no
194146367,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,12000.0,300.0,3,2,0.0,Ground,no
194146297,2026-05-10,apartment,Cairo,Madinaty,8500.0,148.0,3,2,0.0,Ground,no
194146232,2026-05-10,apartment,Cairo,Rehab City,20000.0,197.0,3,3,0.0,Ground,no
194146225,2026-05-10,duplex,Cairo,Rehab City,14500.0,350.0,4,4,0.0,Ground,no
194146174,2026-05-10,apartment,Giza,Mohandessin,8000.0,125.0,2,1,2.0,2,unknown
194144775,2026-05-10,apartment,Giza,Sheikh Zayed,12000.0,100.0,2,1,1.0,1,yes
194146101,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,20000.0,300.0,4,4,0.0,Ground,no
194146075,2026-05-10,apartment,Giza,Sheikh Zayed,20000.0,140.0,2,3,0.0,Ground,unknown
194146040,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000.0,240.0,3,3,3.0,3,unknown
194146038,2026-05-10,apartment,Cairo,Madinaty,5500.0,96.0,2,2,5.0,5,no
194146035,2026-05-10,apartment,Cairo,Rehab City,8000.0,131.0,3,2,2.0,2,no
194146014,2026-05-10,apartment,Cairo,Madinaty,5000.0,78.0,2,1,1.0,1,no
194145991,2026-05-10,apartment,Cairo,Nasr City,4000.0,120.0,3,1,1.0,1,no
194145960,2026-05-10,penthouse,Red Sea,Gouna,3500.0,200.0,2,2,1.0,1,yes
194082337,2026-05-10,apartment,Cairo,Rehab City,24000.0,131.0,3,2,1.0,1,unknown
194145924,2026-05-10,apartment,Giza,Sheikh Zayed,18000.0,185.0,3,3,1.0,1,unknown
194145917,2026-05-10,apartment,Cairo,Madinaty,7000.0,140.0,3,2,2.0,2,no
194145911,2026-05-10,apartment,Cairo,Nasr City,5500.0,140.0,2,2,1.0,1,unknown
194145876,2026-05-10,apartment,Giza,Sheikh Zayed,17000.0,234.0,3,3,4.0,4,unknown
194144550,2026-05-10,apartment,Cairo,Madinaty,15000.0,265.0,3,4,0.0,Ground,no
193632648,2026-05-10,duplex,Cairo,Nasr City,15000.0,235.0,3,3,5.0,5,yes
194145860,2026-05-10,apartment,Cairo,Madinaty,25000.0,320.0,4,4,3.0,3,yes
194145824,2026-05-10,apartment,Cairo,Madinaty,8500.0,149.0,3,2,0.0,Ground,no
194145813,2026-05-10,apartment,Giza,Sheikh Zayed,17000.0,150.0,3,3,3.0,3,yes
194145801,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,16000.0,300.0,3,3,2.0,2,no
194145786,2026-05-10,apartment,Cairo,Rehab City,7000.0,90.0,2,1,2.0,2,no
194145767,2026-05-10,apartment,Giza,Sheikh Zayed,16000.0,105.0,2,1,2.0,2,yes
194145756,2026-05-10,apartment,Giza,Sheikh Zayed,4800.0,108.0,3,2,2.0,2,no
194144890,2026-05-10,apartment,Giza,Sheikh Zayed,28000.0,198.0,3,3,3.0,3,yes
194144871,2026-05-10,apartment,Giza,6th Of October,26000.0,185.0,3,3,0.0,Ground,no
194144847,2026-05-10,apartment,Giza,Sheikh Zayed,25000.0,149.0,3,2,3.0,3,yes
194145701,2026-05-10,apartment,Giza,Sheikh Zayed,16000.0,240.0,3,2,0.0,Ground,yes
193419238,2026-05-10,apartment,Sharqia,10th Of Ramadan,7000.0,140.0,3,1,3.0,3,yes
194145668,2026-05-10,apartment,Dakahlia,Mansura,3000.0,100.0,2,1,4.0,4,no
194145667,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000.0,144.0,2,2,2.0,2,no
194145665,2026-05-10,apartment,Cairo,Nasr City,4000.0,140.0,2,2,10.0,10,unknown
194125682,2026-05-10,apartment,Alexandria,Smoha,20000.0,480.0,5,3,10.0,10+,unknown
194145647,2026-05-10,apartment,Giza,Sheikh Zayed,16000.0,250.0,3,3,3.0,3,unknown
194145612,2026-05-10,apartment,Cairo,Sheraton,13000.0,130.0,2,1,2.0,2,yes
194145600,2026-05-10,apartment,Giza,Sheikh Zayed,6500.0,165.0,3,2,2.0,2,no
194117976,2026-05-10,apartment,Cairo,Nasr City,5000.0,190.0,2,2,8.0,8,unknown
193249333,2026-05-10,apartment,Alexandria,Miami,3000.0,120.0,3,1,1.0,1,unknown
194145597,2026-05-10,apartment,Cairo,Sheraton,5500.0,120.0,2,1,4.0,4,no
194145574,2026-05-10,apartment,Cairo,Nasr City,3800.0,140.0,2,2,6.0,6,unknown
194145553,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500.0,175.0,3,3,3.0,3,no
194145546,2026-05-10,apartment,Cairo,Madinaty,5500.0,116.0,3,2,5.0,5,no
194145511,2026-05-10,apartment,Cairo,Rehab City,9000.0,162.0,3,3,4.0,4,no
194145470,2026-05-10,apartment,Ismailia,Ismailia City,4000.0,150.0,3,2,8.0,8,no
194145503,2026-05-10,apartment,Cairo,Rehab City,9000.0,90.0,2,1,1.0,1,yes
194145502,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,9000.0,170.0,3,3,0.0,Ground,no
194130864,2026-05-10,apartment,Cairo,Nasr City,4000.0,140.0,2,2,10.0,10,unknown
194145200,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,12000.0,280.0,4,2,0.0,Ground,no
194145391,2026-05-10,apartment,Cairo,Madinaty,21000.0,140.0,3,2,1.0,1,yes
194145357,2026-05-10,apartment,Cairo,Rehab City,8500.0,120.0,2,2,0.0,Ground,no
194145350,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,9000.0,200.0,4,2,1.0,1,no
193473825,2026-05-10,apartment,Cairo,Heliopolis,8500.0,160.0,3,1,2.0,2,yes
193306224,2026-05-10,duplex,Red Sea,Gouna,3000.0,308.0,2,2,0.0,Ground,yes
194145311,2026-05-10,apartment,Cairo,Sheraton,25000.0,140.0,2,2,3.0,3,yes
194145308,2026-05-10,apartment,Cairo,Madinaty,9000.0,96.0,2,2,0.0,Ground,yes
194145294,2026-05-10,apartment,Cairo,Madinaty,6000.0,116.0,3,2,4.0,4,no
194145257,2026-05-10,apartment,Cairo,Madinaty,12000.0,78.0,2,1,2.0,2,yes
194145226,2026-05-10,apartment,Cairo,Madinaty,20000.0,140.0,3,2,0.0,Ground,yes
194145204,2026-05-10,apartment,Cairo,Madinaty,9500.0,175.0,3,3,4.0,4,no
193172037,2026-05-10,penthouse,Red Sea,Gouna,3800.0,180.0,3,2,0.0,Ground,yes
