scraped_date,type,city,region,price,area,bedrooms,bathrooms,floor_numeric,floor_label,furnished
2026-05-10,apartment,Alexandria,Azarita,17000,185,5,2,8.0,8,no
2026-05-10,apartment,Cairo,Rehab City,9000,122,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8500,200,3,3,3.0,3,no
2026-05-10,apartment,Giza,Sheikh Zayed,8500,70,2,1,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6500,180,3,2,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,207,4,4,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,6000,116,3,2,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,152,3,2,1.0,1,no
2026-05-10,apartment,Giza,Sheikh Zayed,8000,160,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Katameya,4100,70,2,1,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000,185,3,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,350,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,16000,78,2,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,35000,300,5,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,9000,210,3,3,1.0,1,no
2026-05-10,apartment,Cairo,Rehab City,12500,90,2,1,3.0,3,yes
2026-05-10,apartment,Giza,Sheikh Zayed,26000,220,3,3,1.0,1,no
2026-05-10,apartment,Giza,Mohandessin,15000,120,2,1,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22000,193,3,3,5.0,5,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,188,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,20000,320,4,3,3.0,3,yes
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,6500,150,1,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,160,3,2,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,7500,70,3,1,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,117,3,1,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,8000,71,2,1,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,200,3,3,2.0,2,yes
2026-05-10,apartment,Alexandria,Zezenia,15000,280,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3800,115,3,1,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,25000,143,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Obour City,4200,130,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,12000,90,2,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,225,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Rehab City,7000,115,2,1,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,10000,96,2,2,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5200,82,2,1,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,9000,250,4,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5500,150,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Rehab City,20000,155,3,3,3.0,3,yes
2026-05-10,apartment,Giza,Sheikh Zayed,15000,230,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Nasr City,25000,250,3,3,4.0,4,no
2026-05-10,apartment,Cairo,Rehab City,16000,250,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,200,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,55000,350,4,3,4.0,4,no
2026-05-10,apartment,Cairo,Rehab City,300000,168,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,12000,116,2,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,Madinaty,8000,70,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,30000,240,4,4,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,200,3,3,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,14000,145,3,2,2.0,2,yes
2026-05-10,apartment,Cairo,Nasr City,9500,150,2,2,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,18000,140,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Nasr City,9000,200,3,3,4.0,4,no
2026-05-10,apartment,Cairo,Rehab City,16000,136,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,222,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000,115,3,1,3.0,3,yes
2026-05-10,apartment,Cairo,Madinaty,8000,72,2,1,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,34650,77,1,1,1.0,1,no
2026-05-10,apartment,Cairo,Heliopolis,10000,100,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,Rehab City,10500,120,2,2,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,13000,240,4,3,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,180,3,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,220,3,3,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,150,2,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,5000,78,2,1,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8500,150,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,10500,180,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6500,175,2,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,235,4,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500,225,4,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5000,150,3,2,1.0,1,no
2026-05-10,penthouse,Cairo,New Cairo - El Tagamoa,18000,207,3,4,3.0,3,no
2026-05-10,apartment,Cairo,Badr City,4500,110,3,2,4.0,4,yes
2026-05-10,apartment,Giza,Sheikh Zayed,22000,260,3,2,3.0,3,yes
2026-05-10,apartment,Cairo,Rehab City,14000,211,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,265,3,3,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,24000,153,2,3,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,9500,220,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6500,200,3,3,1.0,1,no
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,6500,50,1,1,0.0,Ground,yes
2026-05-10,apartment,Giza,Sheikh Zayed,11000,120,2,2,2.0,2,yes
2026-05-10,apartment,Giza,Sheikh Zayed,31000,198,3,3,1.0,1,yes
2026-05-10,apartment,Cairo,Rehab City,8000,162,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,11000,300,4,2,3.0,3,no
2026-05-10,apartment,Cairo,Madinaty,9000,140,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,5500,82,2,1,5.0,5,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500,125,2,2,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,11000,170,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Nasr City,4000,120,3,1,5.0,5,no
2026-05-10,apartment,Cairo,Madinaty,9500,70,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,4500,140,3,3,5.0,5,no
2026-05-10,apartment,Giza,Sheikh Zayed,10000,70,2,1,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,187,3,3,3.0,3,no
2026-05-10,apartment,Giza,Sheikh Zayed,15000,170,3,2,1.0,1,yes
2026-05-10,apartment,Giza,Sheikh Zayed,10000,220,3,2,3.0,3,no
2026-05-10,apartment,Giza,Sheikh Zayed,10000,170,3,2,2.0,2,yes
2026-05-10,apartment,Giza,Sheikh Zayed,10000,160,2,2,2.0,2,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,48000,350,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,300,4,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8500,260,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,12000,79,2,1,2.0,2,yes
2026-05-10,apartment,Giza,Sheikh Zayed,18000,223,3,4,1.0,1,no
2026-05-10,apartment,Cairo,Nasr City,12000,180,3,2,4.0,4,yes
2026-05-10,apartment,Giza,Sheikh Zayed,11500,120,2,2,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,12500,75,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,Madinaty,12000,70,2,1,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,220,3,2,3.0,3,no
2026-05-10,apartment,Alexandria,Camp Caesar,7500,170,3,2,6.0,6,no
2026-05-10,apartment,Cairo,Madinaty,10000,140,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Gesr Al Suez,8500,120,2,1,10.0,10+,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,148,2,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22000,188,3,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22000,199,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,32000,289,3,4,2.0,2,no
2026-05-10,apartment,Giza,Faisal,7500,140,3,2,8.0,8,yes
2026-05-10,apartment,Cairo,Madinaty,9500,200,3,3,1.0,1,no
2026-05-10,duplex,Giza,Sheikh Zayed,30000,234,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,10500,133,3,2,3.0,3,yes
2026-05-10,apartment,Giza,Sheikh Zayed,13500,120,2,2,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,5000,100,2,1,0.0,Ground,no
2026-05-10,penthouse,Giza,Sheikh Zayed,25000,270,3,3,,Highest,no
2026-05-10,apartment,Cairo,Madinaty,10000,200,3,3,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,7500,205,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,6000,116,3,2,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,17000,90,2,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12999,250,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,13000,130,2,1,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3500,130,3,3,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,18500,139,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Shubra,10000,110,3,1,1.0,1,no
2026-05-10,room,Cairo,New Cairo - El Tagamoa,3800,50,1,1,1.0,1,no
2026-05-10,apartment,Cairo,Shubra,4000,100,2,1,3.0,3,no
2026-05-10,apartment,Cairo,Madinaty,8500,175,3,3,6.0,6,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,13000,250,3,2,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,28000,223,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,6000,88,2,1,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,134,2,3,0.0,Ground,no
2026-05-10,apartment,Alexandria,Camp Caesar,15000,145,2,2,4.0,4,yes
2026-05-10,apartment,Cairo,Madinaty,8500,123,3,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,Shorouk City,5500,210,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,18000,165,3,2,0.0,Ground,yes
2026-05-10,apartment,Giza,Sheikh Zayed,7500,90,2,2,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,5500,78,2,1,4.0,4,no
2026-05-10,apartment,Giza,Sheikh Zayed,40000,156,2,3,2.0,2,yes
2026-05-10,penthouse,Cairo,New Cairo - El Tagamoa,15000,167,3,3,3.0,3,no
2026-05-10,apartment,Cairo,Rehab City,8000,119,2,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,10000,161,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,217,3,3,3.0,3,no
2026-05-10,apartment,Cairo,Heliopolis,25000,270,4,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500,180,3,2,1.0,1,no
2026-05-10,apartment,Giza,Haram,4500,175,3,2,7.0,7,no
2026-05-10,apartment,Cairo,Nasr City,4500,120,3,1,0.0,Ground,no
2026-05-10,apartment,Cairo,Sheraton,9000,220,3,3,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,50000,200,3,3,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000,200,2,2,3.0,3,no
2026-05-10,apartment,Giza,Mohandessin,22000,140,3,2,3.0,3,yes
2026-05-10,apartment,Cairo,Madinaty,9500,96,2,2,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,207,3,3,4.0,4,no
2026-05-10,apartment,Cairo,Sheraton,6900,105,2,2,2.0,2,no
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,16000,88,1,1,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,190,3,3,3.0,3,no
2026-05-10,apartment,Cairo,Rehab City,9000,162,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,7500,155,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,3800,100,2,2,5.0,5,yes
2026-05-10,apartment,Cairo,Rehab City,6000,90,2,1,5.0,5,no
2026-05-10,apartment,Cairo,Zahraa Al Maadi,8500,130,2,2,3.0,3,yes
2026-05-10,apartment,Cairo,Nasr City,3500,96,2,1,2.0,2,yes
2026-05-10,apartment,Cairo,Rehab City,11000,90,2,1,5.0,5,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,30000,300,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Nasr City,6000,65,2,1,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,8500,120,2,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,12000,116,3,2,3.0,3,no
2026-05-10,apartment,Cairo,Nasr City,3000,160,3,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,185,3,3,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,17500,200,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,140,3,2,1.0,1,no
2026-05-10,apartment,Alexandria,Miami,3500,100,2,1,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3700,100,2,1,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,6500,140,3,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22000,200,3,3,0.0,Ground,no
2026-05-10,penthouse,Cairo,New Cairo - El Tagamoa,36000,270,3,3,4.0,4,no
2026-05-10,apartment,Cairo,Rehab City,9000,136,3,3,3.0,3,yes
2026-05-10,apartment,Cairo,Shorouk City,3500,170,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Shorouk City,4300,200,3,2,3.0,3,no
2026-05-10,studio,Cairo,Rehab City,8000,80,1,1,0.0,Ground,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,25000,278,3,4,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,7500,122,3,2,0.0,Ground,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,25000,350,3,4,0.0,Ground,no
2026-05-10,apartment,Cairo,Nasr City,11000,180,3,2,8.0,8,yes
2026-05-10,apartment,Cairo,Madinaty,16000,124,3,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,Zahraa Al Maadi,8500,150,3,2,7.0,7,yes
2026-05-10,apartment,Giza,Sheikh Zayed,30000,125,2,3,1.0,1,yes
2026-05-10,apartment,Cairo,Heliopolis,17000,200,3,3,10.0,10,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,250,4,3,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,145,3,2,5.0,5,yes
2026-05-10,apartment,Cairo,Madinaty,9000,211,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,13500,250,4,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,18000,140,2,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,17000,131,3,2,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000,200,3,2,0.0,Ground,yes
2026-05-10,apartment,Alexandria,Raml Station,15000,150,3,1,10.0,10+,yes
2026-05-10,apartment,Cairo,Madinaty,7500,135,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Shorouk City,4000,187,3,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3700,140,3,2,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,155,2,2,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,210,3,3,3.0,3,no
2026-05-10,apartment,Cairo,Rehab City,10500,119,3,3,2.0,2,yes
2026-05-10,apartment,Cairo,Rehab City,10000,150,2,2,0.0,Ground,no
2026-05-10,penthouse,Cairo,New Cairo - El Tagamoa,20000,300,3,3,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,216,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,18000,139,3,2,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,35000,289,4,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,15000,90,2,1,4.0,4,yes
2026-05-10,apartment,Cairo,Nasr City,19000,300,5,2,1.0,1,no
2026-05-10,apartment,Cairo,Rehab City,17000,90,2,1,2.0,2,yes
2026-05-10,apartment,Cairo,Heliopolis,15000,190,3,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,120,2,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,195,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,22000,162,3,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14500,88,1,1,3.0,3,yes
2026-05-10,studio,Cairo,Rehab City,8500,80,1,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,148,2,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,22000,180,3,3,1.0,1,yes
2026-05-10,apartment,Cairo,Nasr City,40000,350,4,3,8.0,8,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,191,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,122,2,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,18000,125,2,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10500,122,2,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500,130,3,2,2.0,2,yes
2026-05-10,apartment,Giza,Imbaba,4000,65,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,Rehab City,12000,118,3,3,2.0,2,yes
2026-05-10,apartment,Cairo,Madinaty,5000,80,2,1,1.0,1,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,45000,256,4,4,0.0,Ground,yes
2026-05-10,apartment,Cairo,Shorouk City,7000,134,2,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,14999,90,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,13000,131,3,2,2.0,2,yes
2026-05-10,apartment,Cairo,Nasr City,8000,250,3,3,10.0,10,no
2026-05-10,apartment,Cairo,Madinaty,16000,96,2,2,2.0,2,yes
2026-05-10,apartment,Cairo,Madinaty,13000,96,2,2,5.0,5,yes
2026-05-10,studio,Cairo,Madinaty,7500,60,1,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22000,290,3,4,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,12000,110,3,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000,195,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,24000,215,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5500,140,2,1,1.0,1,no
2026-05-10,duplex,Cairo,Rehab City,25000,300,4,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,21000,193,3,3,4.0,4,no
2026-05-10,apartment,Cairo,Madinaty,16000,73,2,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,Nasr City,5000,200,3,2,5.0,5,no
2026-05-10,apartment,Cairo,Sheraton,7000,100,2,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,Heliopolis,6500,100,3,1,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,20000,105,3,2,2.0,2,yes
2026-05-10,apartment,Cairo,Rehab City,10000,180,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,7000,100,2,1,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,6000,133,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Rehab City,17500,249,4,4,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,162,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,10000,74,2,1,0.0,Ground,yes
2026-05-10,apartment,Alexandria,Camp Caesar,9500,150,3,1,10.0,10,yes
2026-05-10,apartment,Cairo,Rehab City,10000,90,2,1,4.0,4,yes
2026-05-10,apartment,Alexandria,Camp Caesar,12000,150,3,2,10.0,10+,yes
2026-05-10,apartment,Cairo,Nasr City,40000,320,4,3,8.0,8,no
2026-05-10,apartment,Giza,Sheikh Zayed,30000,217,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,10000,230,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,9500,119,3,3,0.0,Ground,no
2026-05-10,apartment,Alexandria,Sporting,5500,80,2,1,1.0,1,yes
2026-05-10,apartment,Giza,Sheikh Zayed,35000,200,3,3,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,23000,215,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,225,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Nasr City,30000,300,4,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,18000,155,3,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,350,5,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,19000,142,2,2,1.0,1,no
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,25000,105,1,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,Nasr City,5000,120,3,1,4.0,4,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,20000,400,4,3,0.0,Ground,no
2026-05-10,studio,Giza,Sheikh Zayed,14000,70,1,1,3.0,3,yes
2026-05-10,apartment,Alexandria,Kafr Abdo,7000,160,2,1,2.0,2,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,45000,250,3,4,0.0,Ground,yes
2026-05-10,apartment,Alexandria,Kafr Abdo,15000,190,3,2,10.0,10+,yes
2026-05-10,apartment,Alexandria,Kafr Abdo,8000,170,3,2,4.0,4,no
2026-05-10,apartment,Cairo,Madinaty,6000,109,2,1,1.0,1,no
2026-05-10,apartment,Giza,Sheikh Zayed,25000,225,3,3,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,32000,300,3,3,6.0,6,yes
2026-05-10,apartment,Giza,Sheikh Zayed,25000,210,3,3,2.0,2,no
2026-05-10,apartment,Alexandria,Mandara,3000,100,3,1,10.0,10+,no
2026-05-10,apartment,Alexandria,Sidi Gaber,20000,130,3,2,10.0,10+,yes
2026-05-10,apartment,Giza,Sheikh Zayed,18500,140,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,5000,70,2,1,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,7000,112,2,2,0.0,Ground,no
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,16000,88,1,1,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,380,4,3,0.0,Ground,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,45000,317,4,3,,Highest,no
2026-05-10,apartment,Cairo,Rehab City,16000,131,3,2,4.0,4,yes
2026-05-10,apartment,Cairo,Madinaty,6000,96,2,2,4.0,4,no
2026-05-10,apartment,Cairo,Madinaty,9000,90,2,2,2.0,2,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,60000,300,3,3,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,5300,92,2,1,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6000,160,3,2,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,140,2,2,3.0,3,no
2026-05-10,apartment,Cairo,Badr City,3000,90,3,1,5.0,5,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,210,3,3,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5500,250,3,2,0.0,Ground,no
2026-05-10,apartment,Alexandria,Raml Station,7000,133,2,1,5.0,5,no
2026-05-10,apartment,Cairo,Madinaty,11000,133,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,131,3,2,3.0,3,no
2026-05-10,apartment,Cairo,Madinaty,9000,70,2,1,3.0,3,yes
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,16000,90,1,1,4.0,4,yes
2026-05-10,apartment,Cairo,Shorouk City,25000,400,5,4,0.0,Ground,yes
2026-05-10,apartment,Giza,Sheikh Zayed,7500,72,2,1,2.0,2,yes
2026-05-10,apartment,Cairo,Madinaty,7500,91,2,1,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,200,3,3,2.0,2,yes
2026-05-10,apartment,Cairo,Rehab City,18000,197,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,12000,78,2,1,2.0,2,yes
2026-05-10,apartment,Cairo,Madinaty,9000,200,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,170,3,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,Madinaty,22000,140,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Badr City,4700,100,3,1,0.0,Ground,yes
2026-05-10,apartment,Alexandria,Raml Station,11000,241,3,2,5.0,5,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,145,2,2,2.0,2,no
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,14000,95,1,2,1.0,1,no
